2,6,0,beggar
56,6,0.1,bought
12,10,0.05,cigarettes
28850,3,0.8,and
23127,1,0,a
362,4,0,case
36414,2,1,of
35,5,0.95,beer.@
5372,2,0,At
69974,3,0.6,the
131,7,0,science
216,6,0,"party,"
847,6,0,people
3286,4,0.45,were
36,7,0.05,dressed
7251,2,0.2,as
3,6,0.05,robots
28850,3,0.8,and
5,10,0.3,computers.@
69974,3,0,The
6,8,0,stunning
6,7,0.05,actress
65,4,0,wore
23127,1,0.1,a
203,5,0.05,black
1,6,0,sequin
67,5,0.7,dress
26155,2,0.25,to
69974,3,1,the
46,5,0.2,award
18,9,0.6,ceremony.@
2333,4,0,When
69974,3,0.25,the
1207,3,0.05,man
134,3,0,ran
21335,2,0,in
69974,3,0.65,the
7,9,0,"blizzard,"
3727,2,0,an
1,6,0.05,icicle
76,6,0.05,formed
6740,2,0.9,on
6994,3,0.85,his
26,6,0.1,beard.@
69974,3,0,The
6,6,0,clumsy
36,9,0,assistant
101,7,0.45,dropped
23127,1,0.1,a
2,7,0.15,"beaker,"
28850,3,0.5,and
8761,2,0.15,it
13,9,0.05,shattered
6740,2,0.4,on
69974,3,0.95,the
158,6,0.9,floor.@
2333,4,0,When
2,4,0,Al's
1,6,0,retina
246,6,0.05,became
1,8,0.2,inflamed
28850,3,0.1,and
10,5,0.05,"sore,"
9547,2,1,he
41,7,0,visited
69974,3,0.85,the
122,3,0.1,eye
100,7,0.9,doctor.@
